DAY,MONTH,YEAR,AIRLINE,ORIGIN_AIRPORT,DESTINATION_AIRPORT,SCHEDULED_DEPARTURE,DEPARTURE_TIME,DEPARTURE_DELAY,SCHEDULED_TIME,SCHEDULED_ARRIVAL,ARRIVAL_DELAY
1,1,2015,US,DFW,PHX,605,612.0,7.0,157.0,742,8.0
1,1,2015,AA,STL,DFW,605,557.0,-8.0,120.0,805,-17.0
1,1,2015,AA,SJU,MIA,605,557.0,-8.0,165.0,750,11.0
1,1,2015,AA,MKE,DFW,605,605.0,0.0,175.0,900,-11.0
1,1,2015,AS,SEA,SFO,605,602.0,-3.0,125.0,810,-3.0
1,1,2015,AS,SEA,LAS,605,602.0,-3.0,140.0,825,0.0
1,1,2015,B6,BTV,JFK,605,553.0,-12.0,88.0,733,-16.0
1,1,2015,B6,JFK,FLL,605,603.0,-2.0,188.0,913,-2.0
1,1,2015,B6,SFO,LGB,605,557.0,-8.0,81.0,726,-14.0
1,1,2015,B6,PBI,BOS,605,621.0,16.0,172.0,857,28.0
1,1,2015,B6,MCO,JFK,605,600.0,-5.0,146.0,831,10.0
1,1,2015,B6,SJU,MCO,605,738.0,93.0,188.0,813,88.0
1,1,2015,DL,BDL,ATL,605,601.0,-4.0,172.0,857,-26.0
1,1,2015,DL,RDU,ATL,605,701.0,56.0,90.0,735,39.0
1,1,2015,DL,SFO,SLC,605,604.0,-1.0,109.0,854,-2.0
1,1,2015,EV,TUS,IAH,605,613.0,8.0,142.0,927,19.0
1,1,2015,EV,PIA,ATL,605,600.0,-5.0,116.0,901,-24.0
1,1,2015,F9,IND,DEN,605,556.0,-9.0,177.0,702,-19.0
1,1,2015,F9,MCI,DEN,605,607.0,2.0,109.0,654,6.0
1,1,2015,F9,DFW,DEN,605,702.0,57.0,122.0,707,52.0
1,1,2015,HA,HNL,OGG,605,600.0,-5.0,36.0,641,-1.0
1,1,2015,OO,OKC,LAX,605,602.0,-3.0,199.0,724,9.0
1,1,2015,OO,FAR,DEN,605,610.0,5.0,141.0,726,-3.0
1,1,2015,UA,SFO,IAH,606,601.0,-5.0,233.0,1159,-2.0
1,1,2015,UA,EWR,FLL,606,558.0,-8.0,189.0,915,-37.0
1,1,2015,OO,MTJ,DEN,606,559.0,-7.0,69.0,715,2.0
1,1,2015,NK,RSW,DTW,607,601.0,-6.0,166.0,853,7.0
1,1,2015,OO,GCC,RKS,607,602.0,-5.0,77.0,724,-9.0
1,1,2015,UA,MSY,EWR,608,606.0,-2.0,172.0,1000,-14.0
1,1,2015,UA,ORD,MCO,608,603.0,-5.0,163.0,951,-21.0
1,1,2015,EV,RIC,ORD,608,608.0,0.0,137.0,725,4.0
1,1,2015,OO,RDM,SFO,608,559.0,-9.0,102.0,750,-23.0
1,1,2015,HA,OGG,HNL,609,601.0,-8.0,32.0,641,-4.0
1,1,2015,OO,SJC,SLC,609,559.0,-10.0,122.0,911,12.0
1,1,2015,OO,ORD,MBS,610,607.0,-3.0,66.0,816,-13.0
1,1,2015,US,EWR,CLT,610,616.0,6.0,121.0,811,15.0
1,1,2015,WN,PHX,BWI,610,610.0,0.0,250.0,1220,-24.0
1,1,2015,UA,SEA,IAD,610,605.0,-5.0,294.0,1404,-29.0
1,1,2015,UA,LAS,SFO,610,606.0,-4.0,96.0,746,-20.0
1,1,2015,AA,DFW,MIA,610,603.0,-7.0,163.0,953,-18.0
1,1,2015,AA,PHX,DFW,610,603.0,-7.0,135.0,925,-6.0
1,1,2015,AA,BOS,MIA,610,605.0,-5.0,216.0,946,-17.0
1,1,2015,AA,LAX,STL,610,609.0,-1.0,215.0,1145,-11.0
1,1,2015,AS,OAK,SEA,610,608.0,-2.0,119.0,809,-8.0
1,1,2015,AS,SEA,LAX,610,611.0,1.0,155.0,845,-4.0
1,1,2015,B6,BOS,IAD,610,603.0,-7.0,111.0,801,-24.0
1,1,2015,B6,LAX,JFK,610,620.0,10.0,314.0,1424,-11.0
1,1,2015,B6,DCA,FLL,610,603.0,-7.0,155.0,845,-14.0
1,1,2015,B6,DTW,BOS,610,603.0,-7.0,118.0,808,-35.0
1,1,2015,AA,BNA,LAX,610,607.0,-3.0,285.0,855,-8.0
1,1,2015,DL,PHL,ATL,610,608.0,-2.0,155.0,845,-31.0
1,1,2015,DL,PHX,MSP,610,756.0,106.0,186.0,1016,93.0
1,1,2015,B6,SJU,FLL,610,625.0,15.0,163.0,753,19.0
1,1,2015,EV,VPS,IAH,610,607.0,-3.0,119.0,809,-3.0
1,1,2015,EV,GUC,DEN,610,617.0,7.0,59.0,709,12.0
1,1,2015,F9,MIA,LGA,610,648.0,38.0,175.0,905,40.0
1,1,2015,MQ,RIC,MIA,610,609.0,-1.0,161.0,851,-15.0
1,1,2015,MQ,DTW,LGA,610,603.0,-7.0,105.0,755,-25.0
1,1,2015,MQ,ORF,MIA,610,605.0,-5.0,156.0,846,-4.0
1,1,2015,OO,MOT,DEN,610,600.0,-10.0,133.0,723,-29.0
1,1,2015,AA,STL,MIA,611,603.0,-8.0,169.0,1000,-28.0
1,1,2015,B6,BOS,FLL,611,607.0,-4.0,213.0,944,-20.0
1,1,2015,EV,MLU,IAH,612,641.0,29.0,73.0,725,28.0
1,1,2015,NK,LAX,LAS,613,608.0,-5.0,68.0,721,-9.0
1,1,2015,UA,PDX,ORD,614,612.0,-2.0,235.0,1209,-13.0
1,1,2015,B6,JFK,SJU,614,612.0,-2.0,223.0,1057,-23.0
1,1,2015,HA,KOA,HNL,614,620.0,6.0,42.0,656,11.0
1,1,2015,OO,EUG,SLC,614,607.0,-7.0,115.0,909,-10.0
1,1,2015,US,RNO,PHX,615,605.0,-10.0,107.0,902,-5.0
1,1,2015,US,PHX,CLT,615,629.0,14.0,228.0,1203,-7.0
1,1,2015,WN,CMH,ATL,615,831.0,136.0,110.0,805,116.0
1,1,2015,WN,HOU,ATL,615,612.0,-3.0,110.0,905,-7.0
1,1,2015,WN,HOU,PHX,615,613.0,-2.0,175.0,810,-4.0
1,1,2015,AA,BOS,JFK,615,613.0,-2.0,75.0,730,-13.0
1,1,2015,AA,MSP,DFW,615,618.0,3.0,165.0,900,-6.0
1,1,2015,AS,SEA,SNA,615,609.0,-6.0,155.0,850,-5.0
1,1,2015,B6,BDL,DCA,615,607.0,-8.0,100.0,755,-23.0
1,1,2015,B6,SJU,BOS,615,731.0,76.0,247.0,922,90.0
1,1,2015,B6,FLL,EWR,615,615.0,0.0,165.0,900,8.0
1,1,2015,DL,MOB,ATL,615,613.0,-2.0,68.0,823,-13.0
1,1,2015,DL,SAN,SLC,615,611.0,-4.0,121.0,916,-10.0
1,1,2015,DL,LAS,SLC,615,609.0,-6.0,86.0,841,-13.0
1,1,2015,DL,DCA,DTW,615,609.0,-6.0,100.0,755,3.0
1,1,2015,DL,SMF,SLC,615,608.0,-7.0,98.0,853,16.0
1,1,2015,DL,DEN,DTW,615,613.0,-2.0,184.0,1119,-44.0
1,1,2015,DL,SFO,ATL,615,616.0,1.0,270.0,1345,-3.0
1,1,2015,DL,LGA,MSP,615,611.0,-4.0,189.0,824,-4.0
1,1,2015,EV,LAW,DFW,615,1219.0,364.0,55.0,710,376.0
1,1,2015,EV,BRO,DFW,615,604.0,-11.0,95.0,750,-24.0
1,1,2015,EV,PIB,MEI,615,607.0,-8.0,45.0,700,-11.0
1,1,2015,EV,CHS,IAH,615,623.0,8.0,172.0,807,36.0
1,1,2015,EV,MEM,IAH,615,621.0,6.0,110.0,805,9.0
1,1,2015,EV,MGM,ATL,615,609.0,-6.0,51.0,806,-12.0
1,1,2015,F9,SLC,DEN,615,617.0,2.0,92.0,747,14.0
1,1,2015,F9,OMA,DEN,615,609.0,-6.0,105.0,700,-12.0
1,1,2015,MQ,DCA,JFK,615,859.0,164.0,63.0,718,161.0
1,1,2015,MQ,CMH,LGA,615,610.0,-5.0,95.0,750,-20.0
1,1,2015,OO,SBP,LAX,615,613.0,-2.0,71.0,726,-9.0
1,1,2015,OO,COS,IAH,615,614.0,-1.0,139.0,934,13.0
1,1,2015,OO,OAK,SLC,615,612.0,-3.0,110.0,905,-1.0
1,1,2015,OO,LAR,DEN,615,611.0,-4.0,53.0,708,11.0
1,1,2015,OO,SAN,LAX,615,614.0,-1.0,52.0,707,-5.0
1,1,2015,OO,BFL,SFO,615,608.0,-7.0,95.0,750,-10.0
1,1,2015,OO,DRO,PHX,615,631.0,16.0,84.0,739,56.0
1,1,2015,OO,MRY,PHX,615,610.0,-5.0,106.0,901,-15.0
1,1,2015,OO,FAT,PHX,615,614.0,-1.0,100.0,855,10.0
1,1,2015,NK,MSP,ORD,616,618.0,2.0,89.0,745,-19.0
1,1,2015,NK,DFW,ORD,616,619.0,3.0,139.0,835,-17.0
1,1,2015,OO,BIS,DEN,617,613.0,-4.0,120.0,717,-9.0
1,1,2015,HA,ITO,HNL,618,617.0,-1.0,49.0,707,1.0
1,1,2015,B6,PBI,LGA,619,631.0,12.0,158.0,857,11.0
1,1,2015,OO,SAT,ORD,619,648.0,29.0,172.0,911,-3.0
1,1,2015,UA,FLL,IAH,620,614.0,-6.0,171.0,811,-5.0
1,1,2015,US,BUF,CLT,620,625.0,5.0,119.0,819,4.0
1,1,2015,UA,SEA,ORD,620,613.0,-7.0,236.0,1216,-28.0
1,1,2015,WN,CMH,FLL,620,623.0,3.0,170.0,910,-9.0
1,1,2015,WN,LAS,HOU,620,618.0,-2.0,170.0,1110,-2.0
1,1,2015,WN,PVD,MCO,620,631.0,11.0,190.0,930,-4.0
1,1,2015,WN,SAN,BWI,620,620.0,0.0,295.0,1415,-23.0
1,1,2015,WN,SAN,MDW,620,617.0,-3.0,250.0,1230,-29.0
1,1,2015,WN,SMF,PHX,620,615.0,-5.0,120.0,920,-10.0
1,1,2015,UA,SAN,DEN,620,618.0,-2.0,145.0,945,-9.0
1,1,2015,UA,SAN,EWR,620,615.0,-5.0,320.0,1440,-42.0
1,1,2015,US,SJC,PHX,620,614.0,-6.0,113.0,913,-9.0
1,1,2015,AA,DFW,BOS,620,614.0,-6.0,205.0,1045,-5.0
1,1,2015,AA,SAN,DFW,620,612.0,-8.0,185.0,1125,-24.0
1,1,2015,AA,LAX,DFW,620,619.0,-1.0,180.0,1120,-1.0
1,1,2015,AS,ONT,SEA,620,613.0,-7.0,160.0,900,-10.0
1,1,2015,AA,RDU,MIA,620,612.0,-8.0,130.0,830,10.0
1,1,2015,DL,ROC,ATL,620,623.0,3.0,151.0,851,-10.0
1,1,2015,DL,MCO,ATL,620,613.0,-7.0,91.0,751,-9.0
1,1,2015,DL,DCA,MSP,620,619.0,-1.0,165.0,805,6.0
1,1,2015,EV,CAE,IAH,620,621.0,1.0,161.0,801,24.0
1,1,2015,EV,BTR,ATL,620,620.0,0.0,88.0,848,-14.0
1,1,2015,F9,IAD,MSP,620,609.0,-11.0,165.0,805,-15.0
1,1,2015,NK,PDX,SAN,620,616.0,-4.0,140.0,840,-12.0
1,1,2015,NK,DFW,MSP,620,625.0,5.0,139.0,839,-5.0
1,1,2015,OO,PSP,SLC,620,630.0,10.0,106.0,906,9.0
1,1,2015,OO,ISN,MSP,620,617.0,-3.0,117.0,817,-7.0
1,1,2015,OO,HLN,DEN,620,620.0,0.0,118.0,818,3.0
1,1,2015,UA,MCO,IAH,621,637.0,16.0,153.0,754,20.0
1,1,2015,B6,BOS,RIC,621,616.0,-5.0,113.0,814,-11.0
1,1,2015,F9,BZN,DEN,622,613.0,-9.0,93.0,755,-12.0
1,1,2015,OO,FAT,SLC,622,620.0,-2.0,108.0,910,12.0
1,1,2015,OO,FSD,DEN,622,626.0,4.0,110.0,712,-2.0
1,1,2015,NK,IAH,ORD,623,620.0,-3.0,152.0,855,-15.0
1,1,2015,UA,EWR,IAH,624,623.0,-1.0,239.0,923,-3.0
1,1,2015,DL,PIT,DTW,624,621.0,-3.0,86.0,750,-31.0
1,1,2015,US,FLL,CLT,625,616.0,-9.0,117.0,822,-10.0
1,1,2015,UA,MIA,EWR,625,624.0,-1.0,181.0,926,3.0
1,1,2015,WN,DEN,ATL,625,625.0,0.0,175.0,1120,-19.0
1,1,2015,WN,MDW,PHX,625,625.0,0.0,240.0,925,11.0
1,1,2015,US,LAX,PHL,625,624.0,-1.0,299.0,1424,-17.0
1,1,2015,AA,IAD,DFW,625,622.0,-3.0,210.0,855,17.0
1,1,2015,AA,CLT,DFW,625,620.0,-5.0,175.0,820,7.0
1,1,2015,AA,PHL,DFW,625,909.0,164.0,235.0,920,167.0
1,1,2015,AA,DFW,CLT,625,618.0,-7.0,140.0,945,-18.0
1,1,2015,AA,RDU,DFW,625,618.0,-7.0,195.0,840,5.0
1,1,2015,AA,SAT,DFW,625,619.0,-6.0,70.0,735,-22.0
1,1,2015,AS,FAI,SEA,625,614.0,-11.0,205.0,1050,4.0
1,1,2015,B6,FLL,BOS,625,624.0,-1.0,180.0,925,5.0
1,1,2015,B6,RSW,BOS,625,628.0,3.0,178.0,923,3.0
1,1,2015,DL,MIA,ATL,625,621.0,-4.0,120.0,825,-19.0
1,1,2015,DL,BWI,MSP,625,709.0,44.0,171.0,816,36.0
1,1,2015,DL,MDT,ATL,625,619.0,-6.0,146.0,851,-35.0
1,1,2015,B6,EWR,BOS,625,619.0,-6.0,68.0,733,-11.0
1,1,2015,EV,SCE,DTW,625,610.0,-15.0,87.0,752,-25.0
1,1,2015,F9,GEG,DEN,625,618.0,-7.0,132.0,937,-6.0
1,1,2015,NK,BWI,ORD,625,619.0,-6.0,129.0,734,4.0
1,1,2015,OO,SBA,PHX,625,622.0,-3.0,90.0,855,12.0
1,1,2015,OO,SBP,PHX,625,617.0,-8.0,101.0,906,-11.0
1,1,2015,EV,PNS,IAH,626,620.0,-6.0,106.0,812,-4.0
1,1,2015,OO,COS,DEN,626,620.0,-6.0,53.0,719,-9.0
1,1,2015,EV,CLE,ORD,627,623.0,-4.0,87.0,654,-10.0
1,1,2015,HA,LIH,HNL,628,621.0,-7.0,32.0,700,-9.0
1,1,2015,OO,TWF,SLC,628,627.0,-1.0,52.0,720,1.0
1,1,2015,DL,SAN,ATL,629,628.0,-1.0,241.0,1330,-19.0
1,1,2015,UA,BDL,ORD,630,641.0,11.0,159.0,809,5.0
1,1,2015,US,LAX,PHX,630,625.0,-5.0,79.0,849,4.0
1,1,2015,US,EWR,PHX,630,630.0,0.0,341.0,1011,22.0
1,1,2015,US,PHL,CLT,630,630.0,0.0,104.0,814,-2.0
1,1,2015,UA,AUS,IAH,630,658.0,28.0,61.0,731,20.0
1,1,2015,UA,SFO,EWR,630,746.0,76.0,329.0,1459,55.0
1,1,2015,OO,RNO,SFO,630,619.0,-11.0,73.0,743,-6.0
1,1,2015,WN,SEA,MDW,630,634.0,4.0,240.0,1230,-9.0
1,1,2015,WN,SJU,TPA,630,629.0,-1.0,190.0,840,3.0
1,1,2015,UA,HNL,LAX,630,632.0,2.0,338.0,1408,-15.0
1,1,2015,US,CLT,PHL,630,623.0,-7.0,93.0,803,-1.0
1,1,2015,US,JFK,PHX,630,628.0,-2.0,348.0,1018,5.0
1,1,2015,US,SAN,PHX,630,623.0,-7.0,83.0,853,7.0
1,1,2015,US,ONT,PHX,630,914.0,164.0,74.0,844,156.0
1,1,2015,AA,MIA,CLT,630,624.0,-6.0,125.0,835,-11.0
1,1,2015,AA,PBI,ORD,630,626.0,-4.0,190.0,840,8.0
1,1,2015,AA,EWR,DFW,630,627.0,-3.0,245.0,935,10.0
1,1,2015,AS,ANC,OTZ,630,622.0,-8.0,102.0,812,-10.0
1,1,2015,AS,SAN,SEA,630,627.0,-3.0,180.0,930,-9.0
1,1,2015,AS,SAN,PDX,630,624.0,-6.0,160.0,910,-8.0
1,1,2015,B6,JFK,LAX,630,627.0,-3.0,377.0,947,4.0
1,1,2015,B6,LGA,MCO,630,629.0,-1.0,181.0,931,-30.0
1,1,2015,B6,JFK,RSW,630,628.0,-2.0,195.0,945,-17.0
1,1,2015,B6,BOS,PIT,630,649.0,19.0,118.0,828,2.0
1,1,2015,DL,SFO,JFK,630,628.0,-2.0,325.0,1455,-20.0
1,1,2015,DL,MSP,ATL,630,626.0,-4.0,158.0,1008,-16.0
1,1,2015,DL,AUS,ATL,630,625.0,-5.0,127.0,937,-22.0
1,1,2015,DL,COS,ATL,630,632.0,2.0,175.0,1125,-7.0
1,1,2015,DL,DTW,ATL,630,628.0,-2.0,135.0,845,-31.0
1,1,2015,DL,MSY,LGA,630,624.0,-6.0,168.0,1018,-3.0
1,1,2015,DL,SEA,ATL,630,631.0,1.0,275.0,1405,13.0
1,1,2015,DL,EWR,ATL,630,629.0,-1.0,167.0,917,-38.0
1,1,2015,DL,TPA,ATL,630,629.0,-1.0,88.0,758,-15.0
1,1,2015,EV,BPT,DFW,630,630.0,0.0,70.0,740,1.0
1,1,2015,EV,RIC,IAD,630,629.0,-1.0,57.0,727,-7.0
1,1,2015,EV,EWR,JAX,630,630.0,0.0,159.0,909,-13.0
1,1,2015,EV,GPT,IAH,630,623.0,-7.0,87.0,757,-5.0
1,1,2015,F9,TPA,DEN,630,750.0,80.0,245.0,835,69.0
1,1,2015,F9,RSW,DEN,630,647.0,17.0,254.0,844,9.0
1,1,2015,F9,DEN,DFW,630,634.0,4.0,110.0,920,17.0
1,1,2015,F9,CLE,MCO,630,628.0,-2.0,140.0,850,-6.0
1,1,2015,OO,SAN,LAX,630,620.0,-10.0,55.0,725,-16.0
1,1,2015,NK,ACY,MYR,630,621.0,-9.0,95.0,805,10.0
1,1,2015,OO,STC,ORD,630,623.0,-7.0,86.0,756,7.0
1,1,2015,OO,BOI,LAX,630,624.0,-6.0,130.0,740,-9.0
1,1,2015,OO,SFO,SAN,630,637.0,7.0,92.0,802,-4.0
1,1,2015,OO,MSP,LAX,630,630.0,0.0,240.0,830,12.0
1,1,2015,OO,BFL,PHX,630,630.0,0.0,93.0,903,-1.0
1,1,2015,UA,TPA,ORD,631,629.0,-2.0,168.0,819,-5.0
1,1,2015,EV,ORD,IAD,632,627.0,-5.0,112.0,924,-17.0
1,1,2015,HA,HNL,OGG,632,627.0,-5.0,36.0,708,-6.0
1,1,2015,B6,JFK,MSY,633,625.0,-8.0,211.0,904,2.0
1,1,2015,OO,MKE,ORD,633,623.0,-10.0,54.0,727,-25.0
1,1,2015,UA,MIA,ORD,635,633.0,-2.0,200.0,855,19.0
1,1,2015,US,SEA,PHL,635,627.0,-8.0,301.0,1436,-23.0
1,1,2015,WN,SAT,ATL,635,634.0,-1.0,135.0,950,-10.0
1,1,2015,WN,PDX,MDW,635,632.0,-3.0,235.0,1230,-6.0
1,1,2015,US,LAS,PHX,635,628.0,-7.0,71.0,846,-13.0
1,1,2015,AA,JAX,DFW,635,648.0,13.0,170.0,825,8.0
1,1,2015,AA,PIT,DFW,635,627.0,-8.0,200.0,855,-27.0
1,1,2015,AA,COS,DFW,635,623.0,-12.0,120.0,935,-9.0
1,1,2015,AS,SEA,SAN,635,629.0,-6.0,163.0,918,-8.0
1,1,2015,AS,PDX,SAN,635,628.0,-7.0,139.0,854,-12.0
1,1,2015,AS,SEA,SLC,635,625.0,-10.0,121.0,936,-10.0
1,1,2015,B6,PVD,MCO,635,629.0,-6.0,190.0,945,8.0
1,1,2015,B6,HPN,PBI,635,624.0,-11.0,176.0,931,-26.0
1,1,2015,AA,JFK,LAS,635,656.0,21.0,350.0,925,45.0
1,1,2015,DL,MLB,ATL,635,632.0,-3.0,95.0,810,-17.0
1,1,2015,DL,PIT,ATL,635,633.0,-2.0,129.0,844,-41.0
1,1,2015,DL,SAN,MSP,635,632.0,-3.0,224.0,1219,-10.0
1,1,2015,EV,ABE,ATL,635,628.0,-7.0,139.0,854,-20.0
1,1,2015,OO,PLN,DTW,635,626.0,-9.0,79.0,754,-1.0
1,1,2015,OO,PDX,ONT,635,635.0,0.0,134.0,849,-13.0
1,1,2015,UA,RSW,EWR,638,632.0,-6.0,172.0,930,-15.0
1,1,2015,DL,SJC,MSP,639,634.0,-5.0,231.0,1230,-2.0
1,1,2015,OO,CIU,DTW,640,637.0,-3.0,84.0,804,-17.0
1,1,2015,US,MCO,CLT,640,637.0,-3.0,96.0,816,-8.0
1,1,2015,US,BWI,CLT,640,637.0,-3.0,94.0,814,-2.0
1,1,2015,US,EWR,CLT,640,648.0,8.0,121.0,841,-9.0
1,1,2015,WN,AUS,ATL,640,637.0,-3.0,130.0,950,-19.0
1,1,2015,WN,CAK,MCO,640,636.0,-4.0,150.0,910,-16.0
1,1,2015,WN,FLL,LAS,640,639.0,-1.0,330.0,910,-15.0
1,1,2015,WN,MKE,LAS,640,635.0,-5.0,245.0,845,-12.0
1,1,2015,WN,PHX,MDW,640,633.0,-7.0,195.0,1055,-16.0
1,1,2015,WN,SJC,LAS,640,640.0,0.0,85.0,805,-5.0
1,1,2015,UA,LAS,EWR,640,639.0,-1.0,289.0,1429,-37.0
1,1,2015,UA,ORD,EWR,640,643.0,3.0,125.0,945,2.0
1,1,2015,AA,DSM,DFW,640,633.0,-7.0,140.0,900,-3.0
1,1,2015,AA,RIC,DFW,640,636.0,-4.0,220.0,920,-7.0
1,1,2015,AS,BLI,SEA,640,632.0,-8.0,37.0,717,14.0
1,1,2015,AS,PDX,LAX,640,643.0,3.0,144.0,904,-5.0
1,1,2015,AS,SEA,PSP,640,636.0,-4.0,152.0,912,-16.0
1,1,2015,AS,LAX,PDX,640,639.0,-1.0,150.0,910,-7.0
1,1,2015,AS,SEA,DFW,640,633.0,-7.0,222.0,1222,10.0
1,1,2015,AS,SLC,SJC,640,747.0,67.0,123.0,743,50.0
1,1,2015,AA,BDL,MIA,640,634.0,-6.0,206.0,1006,20.0
1,1,2015,DL,RSW,ATL,640,640.0,0.0,108.0,828,-8.0
1,1,2015,DL,TPA,LGA,640,634.0,-6.0,154.0,914,-11.0
1,1,2015,DL,MCO,LGA,640,638.0,-2.0,153.0,913,-7.0
1,1,2015,DL,SFO,MSP,640,636.0,-4.0,228.0,1228,-5.0
1,1,2015,EV,CRP,DFW,640,638.0,-2.0,80.0,800,-11.0
1,1,2015,EV,SHV,DFW,640,656.0,16.0,65.0,745,14.0
1,1,2015,EV,BTR,DFW,640,639.0,-1.0,85.0,805,8.0
1,1,2015,EV,MLU,DFW,640,643.0,3.0,80.0,800,-10.0
1,1,2015,MQ,CHS,MIA,640,634.0,-6.0,100.0,820,11.0
1,1,2015,MQ,GSO,MIA,640,637.0,-3.0,136.0,856,-1.0
1,1,2015,NK,LGA,FLL,640,828.0,108.0,186.0,946,97.0
1,1,2015,NK,DTW,ATL,640,638.0,-2.0,114.0,834,-11.0
1,1,2015,NK,DTW,FLL,640,643.0,3.0,186.0,946,-16.0
1,1,2015,OO,PDX,BUR,640,638.0,-2.0,130.0,850,-3.0
1,1,2015,OO,MSN,ORD,640,643.0,3.0,57.0,737,17.0
1,1,2015,OO,COS,LAX,640,634.0,-6.0,165.0,825,-20.0
1,1,2015,OO,GCC,DEN,642,642.0,0.0,107.0,829,-16.0
1,1,2015,UA,LAX,IAH,644,636.0,-8.0,197.0,1201,-22.0
1,1,2015,UA,SNA,IAH,645,653.0,8.0,200.0,1205,-15.0
1,1,2015,UA,BUF,ORD,645,718.0,33.0,106.0,731,37.0
1,1,2015,VX,SFO,LAX,645,638.0,-7.0,80.0,805,-16.0
1,1,2015,WN,DAL,MDW,645,649.0,4.0,140.0,905,-26.0
1,1,2015,WN,LIT,DAL,645,648.0,3.0,75.0,800,-2.0
1,1,2015,WN,MHT,MCO,645,645.0,0.0,205.0,1010,-18.0
1,1,2015,WN,ALB,MCO,645,644.0,-1.0,195.0,1000,-29.0
1,1,2015,WN,SAT,BWI,645,642.0,-3.0,185.0,1050,-25.0
1,1,2015,WN,OKC,ATL,645,641.0,-4.0,125.0,950,2.0
1,1,2015,US,SNA,PHX,645,645.0,0.0,86.0,911,-12.0
1,1,2015,AA,LGA,DFW,645,641.0,-4.0,255.0,1000,-3.0
1,1,2015,AA,LAS,ORD,645,641.0,-4.0,210.0,1215,-18.0
1,1,2015,AA,BNA,MIA,645,641.0,-4.0,140.0,1005,-12.0
1,1,2015,AA,MSP,MIA,645,714.0,29.0,225.0,1130,16.0
1,1,2015,AA,SNA,DFW,645,645.0,0.0,185.0,1150,-14.0
1,1,2015,AA,MIA,DCA,645,718.0,33.0,150.0,915,31.0
1,1,2015,B6,JFK,BOS,645,638.0,-7.0,71.0,756,-12.0
1,1,2015,B6,BOS,DTW,645,642.0,-3.0,145.0,910,-12.0
1,1,2015,DL,PIT,MSP,645,642.0,-3.0,154.0,819,-23.0
1,1,2015,DL,SNA,ATL,645,641.0,-4.0,256.0,1401,-21.0
1,1,2015,DL,FLL,ATL,645,639.0,-6.0,114.0,839,-19.0
1,1,2015,DL,SNA,MSP,645,642.0,-3.0,225.0,1230,-8.0
1,1,2015,DL,ATL,LGA,645,644.0,-1.0,128.0,853,8.0
1,1,2015,DL,BHM,ATL,645,644.0,-1.0,69.0,854,-26.0
1,1,2015,DL,BNA,ATL,645,642.0,-3.0,74.0,859,-20.0
1,1,2015,DL,SAN,JFK,645,642.0,-3.0,314.0,1459,-31.0
1,1,2015,AA,BHM,DFW,645,644.0,-1.0,135.0,900,-5.0
1,1,2015,EV,LNK,DEN,645,717.0,32.0,99.0,724,28.0
1,1,2015,F9,DEN,MSP,645,711.0,26.0,115.0,940,16.0
1,1,2015,F9,LAS,DEN,645,642.0,-3.0,109.0,934,8.0
1,1,2015,F9,SNA,DEN,645,638.0,-7.0,145.0,1010,-8.0
1,1,2015,MQ,CMI,DFW,645,642.0,-3.0,145.0,910,-9.0
1,1,2015,NK,BWI,FLL,645,649.0,4.0,157.0,922,-11.0
1,1,2015,NK,MCI,IAH,645,637.0,-8.0,110.0,835,8.0
1,1,2015,OO,GTF,DEN,645,636.0,-9.0,117.0,842,-11.0
1,1,2015,OO,BNA,CVG,645,637.0,-8.0,72.0,857,-14.0
1,1,2015,OO,SNA,SFO,645,657.0,12.0,95.0,820,-1.0
1,1,2015,OO,PHX,LAX,645,701.0,16.0,96.0,721,2.0
1,1,2015,OO,ATL,IAH,646,642.0,-4.0,136.0,802,7.0
1,1,2015,OO,EKO,SLC,646,636.0,-10.0,64.0,850,7.0
1,1,2015,B6,IAD,JFK,647,641.0,-6.0,73.0,800,1.0
1,1,2015,HA,HNL,KOA,647,639.0,-8.0,42.0,729,-6.0
1,1,2015,OO,FAT,SFO,648,645.0,-3.0,67.0,755,-7.0
1,1,2015,DL,LAX,MSP,649,647.0,-2.0,218.0,1227,-9.0
1,1,2015,UA,PHX,SFO,650,751.0,61.0,134.0,804,48.0
1,1,2015,US,PIT,CLT,650,653.0,3.0,99.0,829,-9.0
1,1,2015,US,MSP,CLT,650,647.0,-3.0,160.0,1030,-13.0
1,1,2015,WN,BWI,MCO,650,643.0,-7.0,160.0,930,-34.0
1,1,2015,WN,MSY,ATL,650,647.0,-3.0,85.0,915,-16.0
1,1,2015,WN,PHX,DAL,650,654.0,4.0,130.0,1000,4.0
1,1,2015,UA,FLL,ORD,650,645.0,-5.0,202.0,912,0.0
1,1,2015,US,PHL,PHX,650,640.0,-10.0,325.0,1015,16.0
1,1,2015,AA,LAX,SFO,650,644.0,-6.0,80.0,810,-7.0
1,1,2015,AA,MEM,DFW,650,641.0,-9.0,105.0,835,-13.0
1,1,2015,AA,BOS,DFW,650,645.0,-5.0,280.0,1030,2.0
1,1,2015,AA,AUS,DFW,650,647.0,-3.0,65.0,755,-15.0
1,1,2015,AA,DFW,TPA,650,800.0,70.0,135.0,1005,70.0
1,1,2015,AA,CLE,DFW,650,653.0,3.0,195.0,905,-15.0
1,1,2015,AA,LAX,DFW,650,641.0,-9.0,180.0,1150,-1.0
1,1,2015,AS,SJC,SEA,650,647.0,-3.0,124.0,854,-14.0
